title,type,genres1,genres2,genres3,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries1
The French Kissers,movie,Comedy, Drama, Romance,2009,tt1314237,6.4,4474,AD
Stander,movie,Action, Biography, Crime,2003,tt0326208,7,9347,CM
The Lion in Winter,movie,Biography, Drama, History,1968,tt0063227,7.9,34770,BG
Bhool Bhulaiyaa,movie,Comedy, Horror, Mystery,2007,tt0995031,7.5,34080,AE
A Little Princess,movie,Drama, Family, Fantasy,1995,tt0113670,7.6,37380,BE
Zift,movie,Crime, Drama, Mystery,2008,tt1264914,7.2,5519,AT
Santa Sangre,movie,Drama, Horror, Thriller,1989,tt0098253,7.5,24064,LV
Carry on Cabby,movie,Adventure, Comedy, Romance,1963,tt0056912,6.4,3108,CZ
My Dear Enemy,movie,Adventure, Comedy, Drama,2008,tt1330205,7,941,KR
One Piece: The Movie,movie,Action, Adventure, Animation,2000,tt0814243,6.9,8854,JP
Connected,movie,Action, Adventure, Crime,2008,tt1156506,6.6,2554,AL
Bluffmaster,movie,Comedy, Crime, Drama,2005,tt0476527,6.6,6806,AE
Friend,movie,Action, Crime, Drama,2001,tt0281718,7.2,5396,KR
Chup Chup Ke,movie,Comedy, Drama, Romance,2006,tt0464160,7,13601,AD
Race,movie,Action, Crime, Drama,2008,tt1017456,6.7,16375,AE
Lagaan: Once Upon a Time in India,movie,Drama, Musical, Sport,2001,tt0169102,8.1,122393,TZ
A Wednesday,movie,Action, Crime, Drama,2008,tt1280558,8.1,83253,AD
Imagine That,movie,Comedy, Drama, Family,2009,tt0780567,5.6,16025,AG
Zelary,movie,Drama, Romance, War,2003,tt0288330,7.5,3790,CZ
The Ringer,movie,Comedy, Crime, Drama,1952,tt0045092,6.4,343,BG
Dachimawa Lee,movie,Action, Adventure, Comedy,2008,tt1243930,5.2,476,KR
Zombieland,movie,Action, Comedy, Horror,2009,tt1156398,7.5,634601,AT
Cape No. 7,movie,Comedy, Drama, Music,2008,tt1267160,7,4508,ID
KM 31: Kilometre 31,movie,Horror, Mystery, Thriller,2006,tt0460485,5.3,3628,AR
Wings of Honneamise,movie,Animation, Drama, Sci-Fi,1987,tt0093207,7.2,5867,TW
Shinjuku Incident,movie,Action, Crime, Drama,2009,tt1075419,6.9,13841,AE
Adela Has Not Had Supper Yet,movie,Comedy, Crime, Fantasy,1978,tt0075633,7.4,2060,CZ
Life Is a Miracle,movie,Comedy, Drama, Music,2004,tt0322420,7.5,13534,BG
Kaal,movie,Adventure, Horror, Mystery,2005,tt0415908,4.7,6122,AD
Snuf de hond in oorlogstijd,movie,Adventure, Drama, Family,2008,tt1252338,5.8,393,AT
Are You Being Served?,movie,Action, Adventure, Comedy,1977,tt0075696,6.1,3087,BG
Bad Boys,movie,Action, Biography, Crime,2003,tt0323551,6.2,5331,DK
Night of the Wolf,movie,Action, Drama, Thriller,2008,tt1118649,5.6,631,AT
The Brothers,movie,Comedy, Drama, Romance,2001,tt0250274,6.3,5152,AO
Death Note: L Change the World,movie,Crime, Drama, Mystery,2008,tt0912597,6,8909,JP
Secret,movie,Drama, Music, Romance,2007,tt1037850,7.5,9448,HK
Life in a Metro,movie,Comedy, Drama, Musical,2007,tt0800956,7.4,13217,AD
The Book of Eli,movie,Action, Adventure, Drama,2010,tt1037705,6.8,345570,AD
Agyaat,movie,Adventure, Drama, Horror,2009,tt1415252,3,744,AE
Jonah Hex,movie,Action, Drama, Fantasy,2010,tt1075747,4.7,62570,AD
The City of Violence,movie,Action, Crime, Thriller,2006,tt0821470,6.6,4826,KR
Robin Hood,movie,Action, Adventure, Drama,2010,tt0955308,6.6,287035,AD
Kaminey,movie,Action, Crime, Drama,2009,tt1274295,7.4,18357,AD
Little Giants,movie,Comedy, Family, Sport,1994,tt0110364,6.4,31440,BE
Shootout at Lokhandwala,movie,Action, Crime, Drama,2007,tt0811066,7.1,11061,CI
The Substitute,movie,Action, Crime, Drama,1996,tt0117774,6,16335,AD
Angel of Death,movie,Action, Crime, Thriller,2009,tt1269734,4.9,2458,AO
The Master,movie,Action, Comedy, Crime,1992,tt0097775,5.7,3054,HK
Taxi No. 9 2 11: Nau Do Gyarah,movie,Comedy, Drama, Thriller,2006,tt0476884,7.3,10794,CI
Naruto Shippûden: The Movie,movie,Action, Adventure, Animation,2007,tt0988982,6.7,5043,AG
Gurren Lagann the Movie: Childhood's End,movie,Action, Animation, Comedy,2008,tt1288461,7.6,1960,JP
Kenny Begins,movie,Action, Comedy, Sci-Fi,2009,tt1278180,5.7,2004,AT
Balto,movie,Adventure, Animation, Drama,1995,tt0112453,7.1,48989,IE
Executive Protection,movie,Action, Crime, Thriller,2001,tt0220623,6.3,4812,DK
The Third Wave,movie,Action, Crime, Thriller,2003,tt0313724,6.3,4178,DK
Big Eden,movie,Comedy, Drama, Romance,2000,tt0212815,7.3,5053,CA
Ocean Waves,movie,Animation, Drama, Romance,1993,tt0108432,6.6,21226,AD
Zero Tolerance,movie,Action, Crime, Thriller,1999,tt0198837,6.5,4289,DK
Lakshya,movie,Action, Drama, Romance,2004,tt0323013,7.8,26147,AD
Intimate Strangers,movie,Drama, Romance, Thriller,2004,tt0363532,6.9,5318,BG
Orphan,movie,Horror, Mystery, Thriller,2009,tt1148204,7,259711,CY
The Crumbs: A Very Crumby Christmas,movie,Adventure, Comedy, Family,2006,tt0810927,4.3,240,AT
Wake Up Sid,movie,Comedy, Drama, Romance,2009,tt1324059,7.6,34948,AD
Roja,movie,Drama, Romance, Thriller,1992,tt0105271,8.1,14004,AE
Noroi,movie,Horror, Mystery, Thriller,2005,tt0930083,6.8,16307,TW
Kisaan,movie,Action, Crime, Drama,2009,tt1372266,5.5,339,BA
The Fallen Idol,movie,Drama, Film-Noir, Mystery,1948,tt0040338,7.6,9888,BG
Sex Is Zero 2,movie,Comedy, Drama, Romance,2007,tt1556214,6,1567,KR
Dorm,movie,Drama, Horror, Mystery,2006,tt0495824,6.8,2262,TH
L'entente cordiale,movie,Action, Adventure, Comedy,2006,tt0450615,4.4,613,DK
Cash Truck,movie,Action, Crime, Drama,2004,tt0347330,6.5,4470,DK
Body,movie,Drama, Horror, Mystery,2007,tt1160315,6.3,1226,TH
Neon Genesis Evangelion: Death & Rebirth,movie,Action, Animation, Drama,1997,tt0169880,7.2,15990,AU
A Chinese Odyssey: Part 2 - Cinderella,movie,Action, Adventure, Comedy,1995,tt0114996,7.8,8812,CA
Once in a Lifetime,movie,Comedy, Drama, Music,2000,tt0265232,5.3,2442,AT
Aagey Se Right,movie,Comedy, Crime, Drama,2009,tt1479667,5.2,429,AE
Blood and Bone,movie,Action, Crime, Drama,2009,tt0346631,6.7,36409,US
Ride with the Devil,movie,Drama, Romance, War,1999,tt0134154,6.7,14741,AT
Baby Geniuses,movie,Comedy, Crime, Family,1999,tt0118665,2.6,27851,AD
The Professionals,movie,Action, Adventure, Drama,1966,tt0060862,7.3,19327,AD
Laskar Pelangi,movie,Adventure, Drama, Family,2008,tt1301264,7.9,2635,ID
Thirst,movie,Drama, Fantasy, Horror,2009,tt0762073,7.1,52286,HK
My Bestfriend's Girlfriend,movie,Comedy, Drama, Romance,2008,tt1143156,6.1,256,PH
Tom and Jerry: The Movie,movie,Adventure, Animation, Comedy,1992,tt0105616,5.4,12395,AU
The Swan Princess,movie,Adventure, Animation, Comedy,1994,tt0111333,6.4,27547,AD
Gangster's Paradise: Jerusalema,movie,Action, Crime, Drama,2008,tt0783532,7.3,10959,AD
Beat the Devil,movie,Action, Adventure, Comedy,1953,tt0046414,6.4,10642,BG
Cloudy with a Chance of Meatballs,movie,Adventure, Animation, Comedy,2009,tt0844471,6.9,265192,AD
Law Abiding Citizen,movie,Action, Crime, Drama,2009,tt1197624,7.4,326714,AG
Saw VI,movie,Horror, Mystery, Thriller,2009,tt1233227,6,128482,AL
Crossed Swords,movie,Adventure, Comedy, Drama,1977,tt0077381,6.2,2190,BG
The Boondock Saints II: All Saints Day,movie,Action, Crime, Thriller,2009,tt1300851,6.2,67390,AD
The Fourth Kind,movie,Horror, Mystery, Sci-Fi,2009,tt1220198,5.9,83010,CA
The Blind Side,movie,Biography, Drama, Sport,2009,tt0878804,7.6,367037,AD
Legion,movie,Action, Fantasy, Horror,2010,tt1038686,5.3,114058,AD
It's Complicated,movie,Comedy, Drama, Romance,2009,tt1230414,6.5,99708,BE
Takers,movie,Action, Crime, Drama,2010,tt1135084,6.2,66539,AE
Up in the Air,movie,Comedy, Drama, Romance,2009,tt1193138,7.4,352466,AG
The Cabin in the Woods,movie,Horror, Mystery, Thriller,2011,tt1259521,7,462765,AE
Dear John,movie,Drama, Romance, War,2010,tt0989757,6.3,159452,SG
Chinaman,movie,Comedy, Drama, Romance,2005,tt0414195,7,2085,AT
Season of the Witch,movie,Action, Adventure, Fantasy,2011,tt0479997,5.4,99354,BM
Benji,movie,Adventure, Family, Romance,1974,tt0071206,6.1,5293,BE
The Invention of Lying,movie,Comedy, Fantasy, Romance,2009,tt1058017,6.4,151602,CA
The Town,movie,Crime, Drama, Thriller,2010,tt0840361,7.5,423126,AT
The Spy Next Door,movie,Action, Comedy, Family,2010,tt1273678,5.4,47717,BM
Anja After Victor,movie,Comedy, Family, Romance,2003,tt0339988,4.4,957,DK
A Nightmare on Elm Street,movie,Crime, Drama, Horror,2010,tt1179056,5.2,109619,BA
One Piece: Clockwork Island Adventure,movie,Action, Adventure, Animation,2001,tt0832449,6.6,3266,JP
Gurren Lagann the Movie: The Lights in the Sky are Stars,movie,Action, Animation, Drama,2009,tt1422651,8,1369,JP
A Dirty Carnival,movie,Action, Crime, Drama,2006,tt0821442,7.3,9360,KR
Guns & Talks,movie,Action, Comedy, Drama,2001,tt0295368,6.8,1914,KR
Cop Out,movie,Action, Comedy, Crime,2010,tt1385867,5.5,90890,BE
Parugu,movie,Action, Drama, Romance,2008,tt1198349,7.1,3633,AD
Volcano High,movie,Action, Comedy, Fantasy,2001,tt0301429,5.9,3622,KR
The Twilight Saga: Eclipse,movie,Action, Adventure, Drama,2010,tt1325004,5.1,265447,AD
Amazones,movie,Action, Comedy, Crime,2004,tt0390833,5.6,756,BE
Phileine Says Sorry,movie,Comedy, Drama, Romance,2003,tt0314502,6,3344,BE
The Time Traveler's Wife,movie,Comedy, Drama, Fantasy,2009,tt0452694,7.1,160077,PT
Did You Hear About the Morgans?,movie,Comedy, Drama, Romance,2009,tt1314228,4.9,43214,IN
Me and Mrs. Khanna,movie,Comedy, Drama, Romance,2009,tt1174041,3.4,3417,DZ
Kurbaan,movie,Action, Crime, Drama,2009,tt1185442,5.7,5579,AE
The Consequences of Love,movie,Crime, Drama, Romance,2004,tt0398883,7.5,19103,IT
Dragon Ball Z: Cooler's Revenge,movie,Action, Animation, Sci-Fi,1991,tt1125254,7,8597,JP
Julie & Julia,movie,Biography, Drama, Romance,2009,tt1135503,7,130630,CA
Bloody Mallory,movie,Action, Comedy, Horror,2002,tt0299556,4.4,1292,BG
What's Your Raashee?,movie,Comedy, Drama, Romance,2009,tt1242530,4.8,2899,AE
Eagles Over London,movie,Action, Drama, War,1969,tt0064571,5.6,811,BG
Air Doll,movie,Drama, Fantasy, Romance,2009,tt1371630,6.9,8466,KR
Miracles: The Canton Godfather,movie,Action, Comedy, Crime,1989,tt0098019,6.9,5617,HK
The Mirror Has Two Faces,movie,Comedy, Drama, Romance,1996,tt0117057,6.6,23375,AG
Fear Is the Key,movie,Action, Crime, Drama,1972,tt0068576,6.3,2368,CY
One Piece: Episode of Alabasta - The Desert Princess and the Pirates,movie,Action, Adventure, Animation,2007,tt1037116,6.8,2328,AR
P.S.,movie,Comedy, Drama, Fantasy,2004,tt0380609,6.1,6626,KR
The Secret in Their Eyes,movie,Drama, Mystery, Romance,2009,tt1305806,8.2,226687,ES
The Silent Enemy,movie,Action, Biography, History,1958,tt0052197,6.6,868,BG
Red Lights,movie,Crime, Drama, Mystery,2004,tt0365190,6.6,3067,BG
Nowhere to Hide,movie,Action, Crime, Drama,1999,tt0223530,6.4,2256,KR
Rob-B-Hood,movie,Action, Adventure, Comedy,2006,tt0485976,6.6,16068,AE
Man on the Roof,movie,Action, Crime, Drama,1976,tt0074857,7.2,5211,DK
Crows Zero II,movie,Action, Comedy, Crime,2009,tt1232831,7.2,5532,JP
Miss Minoes,movie,Comedy, Family, Fantasy,2001,tt0279231,6.9,5533,NL
My Scary Girl,movie,Comedy, Crime, Drama,2006,tt0788052,6.3,735,KR
Ca-bau-kan,movie,Drama, History, Romance,2002,tt0312101,7.1,119,ID
Bob le Flambeur,movie,Crime, Drama, Thriller,1956,tt0047892,7.6,13631,EE
Pépé le Moko,movie,Crime, Drama, Romance,1937,tt0029453,7.7,8215,BG
At the Earth's Core,movie,Adventure, Fantasy, Sci-Fi,1976,tt0074157,5,5606,BG
Agora,movie,Adventure, Biography, Drama,2009,tt1186830,7.1,73817,AD
A Summer Tale,movie,Comedy, Drama, Family,2000,tt0204932,7.3,4657,DK
Triangle,movie,Fantasy, Mystery, Sci-Fi,2009,tt1187064,6.9,134718,KR
Dr. Who and the Daleks,movie,Adventure, Drama, Sci-Fi,1965,tt0059126,5.6,5465,BG
Silent Wedding,movie,Comedy, Drama, History,2008,tt1194620,7.8,7103,BG
Cocaine Cowboys 2,movie,Crime, Documentary, History,2008,tt1176726,6.7,3168,US
Running Turtle,movie,Action, Comedy, Crime,2009,tt1517239,6.6,682,KR
Le Jour Se Leve,movie,Crime, Drama, Romance,1939,tt0031514,7.7,8414,CY
Happy End,movie,Crime, Drama, Romance,1999,tt0220507,6.7,2228,KR
Inception,movie,Action, Adventure, Sci-Fi,2010,tt1375666,8.8,2610418,AD
Orders to Kill,movie,Drama, Thriller, War,1958,tt0052033,7.1,768,BG
G.O.R.A.,movie,Adventure, Comedy, Sci-Fi,2004,tt0384116,8,68164,TR
Les bonnes femmes,movie,Drama, Mystery, Romance,1960,tt0053666,7.2,3248,CY
Demon Warriors,movie,Action, Fantasy, Sci-Fi,2007,tt1190556,4.2,584,TH
Paradise Murdered,movie,Comedy, Mystery, Thriller,2007,tt1662506,5.6,437,KR
The Bounty Hunter,movie,Action, Comedy, Romance,2010,tt1038919,5.5,135777,BE
The Expendables,movie,Action, Adventure, Thriller,2010,tt1320253,6.4,369004,AE
The American,movie,Action, Crime, Drama,2010,tt1440728,6.3,103182,BE
The Other Guys,movie,Action, Comedy, Crime,2010,tt1386588,6.7,293930,AE
The Mechanic,movie,Action, Crime, Thriller,2011,tt0472399,6.5,175306,AD
Divine Intervention,movie,Comedy, Drama, Romance,2002,tt0274428,6.6,4051,ES
Hana and Alice,movie,Comedy, Drama, Romance,2004,tt0407851,7.2,5038,KR
Rider on the Rain,movie,Crime, Drama, Mystery,1970,tt0064791,6.6,3972,BG
Hachi: A Dog's Tale,movie,Biography, Drama, Family,2009,tt1028532,8.1,319180,AE
Chloe,movie,Drama, Mystery, Thriller,2009,tt1352824,6.3,78950,CA
Kicking and Screaming,movie,Comedy, Drama, Romance,1995,tt0113537,6.7,15445,AD
The Day the Earth Caught Fire,movie,Drama, Romance, Sci-Fi,1961,tt0054790,7.2,6441,BG
Sailor Moon SuperS: The Movie: Black Dream Hole,movie,Action, Animation, Comedy,1995,tt0112513,7.4,1867,AR
Dragon Ball Z: Dead Zone,movie,Action, Adventure, Animation,1989,tt0142235,6.8,8234,JP
Black Friday,movie,Action, Crime, Drama,2004,tt0400234,8.4,22345,HR
Apaharan,movie,Action, Crime, Drama,2005,tt0451631,7.4,5314,AE
Wild Chicks in Love,movie,Comedy, Family, Romance,2006,tt0844463,5.8,763,AT
Matti: Hell Is for Heroes,movie,Biography, Comedy, Drama,2006,tt0390245,5.9,4211,DK
Happy End,movie,Comedy, Drama, Romance,2003,tt0332281,5.3,1620,BG
Le Corbeau,movie,Crime, Drama, Horror,1943,tt0035753,7.8,11128,BG
The Feather Fairy,movie,Action, Comedy, Fantasy,1985,tt0089800,7.5,1391,CZ
The Weapon,movie,Crime, Mystery, Thriller,1956,tt0051184,6.2,446,BG
The Jonsson Gang & Dynamite Harry,movie,Comedy, Crime, Thriller,1982,tt0084189,6.1,4226,AT
Made in U.S.A,movie,Comedy, Crime, Mystery,1966,tt0060647,6.2,4699,BG
The Incredibly True Adventure of Two Girls in Love,movie,Comedy, Drama, Romance,1995,tt0113416,6.6,5363,CA
One Hundred Steps,movie,Biography, Crime, Drama,2000,tt0238891,7.5,6605,IT
The Man Who Cried,movie,Drama, Music, Romance,2000,tt0206917,6.1,16642,BG
Nana,movie,Drama, Music, Romance,2005,tt0471834,7,4104,KR
Tenebrae,movie,Horror, Mystery, Thriller,1982,tt0084777,7,28602,AL
Legend Quest: The Legend of La Nahuala,movie,Animation, Family, Fantasy,2007,tt1003009,6.1,724,AG
Easy Money,movie,Action, Crime, Drama,2010,tt1291652,6.7,19960,AD
Bright Star,movie,Biography, Drama, Romance,2009,tt0810784,6.9,28986,AT
Mother,movie,Crime, Drama, Mystery,2009,tt1216496,7.7,73899,KR
Warlords of the Deep,movie,Adventure, Fantasy, Horror,1978,tt0078474,5.5,2843,BG
Lupin the 3rd: The Mystery of Mamo,movie,Action, Adventure, Animation,1978,tt0078187,6.9,1775,JP
Lilly the Witch: The Dragon and the Magic Book,movie,Adventure, Comedy, Family,2009,tt1176731,5.1,650,AT
The Year I Became a Liar,movie,Comedy, Drama, Family,2009,tt1286159,7.2,2120,CA
Fireball,movie,Action, Adventure, Drama,2009,tt1420771,5,1059,TH
Army of Crime,movie,Drama, History, War,2009,tt1258120,6.7,3613,BG
Bloody New Year,movie,Comedy, Horror, Mystery,1987,tt0092676,4.5,2347,AT
Sailor Moon S: The Movie - Hearts in Ice,movie,Action, Animation, Comedy,1994,tt0109277,7.6,2317,AR
Bodyguards and Assassins,movie,Action, Drama, History,2009,tt1403130,6.8,8641,ID
Chance Pe Dance,movie,Comedy, Drama, Music,2010,tt1392744,4.8,3174,AE
The Concrete Jungle,movie,Crime, Drama, Thriller,1960,tt0053740,6.8,1812,BG
Antique,movie,Comedy, Drama, Romance,2008,tt1205551,6.8,1639,KR
The Lost Son,movie,Crime, Drama, Romance,1999,tt0144286,6.4,2107,BG
Palabras encadenadas,movie,Crime, Drama, Thriller,2003,tt0339489,7,2546,ES
With Fire and Sword,movie,Adventure, Drama, History,1999,tt0128378,7,5565,PL
The New Protocol,movie,Action, Drama, Mystery,2008,tt0926763,6.1,1044,CY
Doraemon: Nobita and the Legend of the Sun King,movie,Adventure, Animation, Comedy,2000,tt1147513,7.1,1058,JP
Double Identity,movie,Action, Crime, Thriller,2009,tt1290400,4.5,2799,AE
Memories of Matsuko,movie,Comedy, Drama, Musical,2006,tt0768120,7.8,8916,KR
Indian,movie,Action, Drama, Thriller,1996,tt0116630,8.1,15168,AD
Lupin III: Island of Assassins,movie,Action, Adventure, Animation,1997,tt0189974,7.2,574,JP
Balibo,movie,Biography, Drama, History,2009,tt1111876,7,2965,AU
Skazany na bluesa,movie,Biography, Drama, Music,2005,tt0476872,6.9,2479,PL
Carry on Jack,movie,Adventure, Comedy, Romance,1964,tt0057919,5.9,2646,BG
Hanbando,movie,Drama, Mystery, Thriller,2006,tt0473490,4.8,382,KR
Bloody Tie,movie,Action, Crime, Thriller,2006,tt0816437,6.2,805,KR
Running Wild,movie,Action, Crime, Drama,2006,tt0485552,6.3,883,KR
Wild Horses,movie,Comedy, Crime, Drama,1995,tt0112609,7.1,1875,AG
Phone,movie,Horror, Mystery, Thriller,2002,tt0323630,6.1,5336,KR
Mixtape,movie,Comedy, Drama, Family,2021,tt1587420,6.6,4281,AD
Balls,movie,Comedy, Drama, Family,2010,tt1570966,5.7,3571,DK
"Justice, My Foot!",movie,Action, Comedy, Crime,1992,tt0105385,6.8,3208,HK
Flic Story,movie,Crime, Drama, Thriller,1975,tt0072996,6.9,3123,BG
Percy Jackson & the Olympians: The Lightning Thief,movie,Adventure, Family, Fantasy,2010,tt0814255,5.9,206339,AD
Time You Change,movie,Biography, Drama, Music,2010,tt1343704,3.1,5730,AT
First Name: Carmen,movie,Crime, Drama, Music,1983,tt0086153,6.3,4630,BG
Do You Like Spring Bear?,movie,Comedy, Drama, Romance,2003,tt0370360,5.8,319,KR
Against the Wind,movie,Action, Drama, War,1948,tt0040080,6.3,811,CY
Heat Wave,movie,Crime, Drama, Film-Noir,1954,tt0047067,6,837,DK
Solomon Kane,movie,Action, Adventure, Fantasy,2009,tt0970452,6.1,77644,AD
Paheli,movie,Comedy, Drama, Fantasy,2005,tt0451850,6.4,14518,AD
Tidal Wave,movie,Action, Drama, Sci-Fi,2009,tt1153040,5.5,5316,KR
Cell 211,movie,Action, Crime, Drama,2009,tt1242422,7.6,71499,AD
Twigson,movie,Adventure, Comedy, Family,2009,tt1245775,5.8,543,DK
The Wedding Photographer,movie,Comedy, Drama, Romance,2009,tt1359421,6,4375,DK
Starring Maja,movie,Comedy, Drama, Family,2009,tt1216501,6.3,636,AT
Barbie in a Mermaid Tale,movie,Animation, Family, Fantasy,2010,tt1610301,6.4,4289,CV
14 Blades,movie,Action, History, Thriller,2010,tt1442571,6.3,8558,KR
Rosa: The Movie,movie,Comedy, Drama, Family,2007,tt0997260,4.7,516,AT
Men with Brooms,movie,Comedy, Drama, Romance,2002,tt0263734,5.9,4763,CA
Dragon Ball Z: Broly - The Legendary Super Saiyan,movie,Action, Animation, Fantasy,1993,tt0142242,7.4,12339,JP
Chestnut: Hero of Central Park,movie,Comedy, Drama, Family,2004,tt0387925,5.7,1545,AD
Karthik Calling Karthik,movie,Drama, Mystery, Romance,2010,tt1373156,7.1,14227,AD
Mafioso,movie,Comedy, Crime, Drama,1962,tt0056210,7.6,3057,BG
It Always Rains on Sunday,movie,Crime, Drama, Romance,1947,tt0040481,7.1,2490,BG
Nanny McPhee Returns,movie,Comedy, Family, Fantasy,2010,tt1415283,6.1,37848,AD
Death in the Garden,movie,Adventure, Crime, Drama,1956,tt0049521,6.7,2680,BG
Strul,movie,Action, Comedy, Crime,1988,tt0096184,5.9,2863,AT
Brothers: The Return,movie,Crime, Drama, Thriller,2006,tt0499586,6.6,980,AT
Le vilain,movie,Action, Comedy, Crime,2009,tt1194242,6.3,1523,BG
Miao Miao,movie,Comedy, Drama, Romance,2008,tt0984130,6.3,1209,TW
Harishchandrachi Factory,movie,Biography, Comedy, Drama,2009,tt1524539,8.4,2741,AE
Geronimo: An American Legend,movie,Drama, History, Western,1993,tt0107004,6.5,13909,BE
Nana 2,movie,Drama, Music, Romance,2006,tt0882791,6,1187,KR
Resident Evil: Afterlife,movie,Action, Horror, Sci-Fi,2010,tt1220634,5.8,181423,AE
The Farmer's Wife,movie,Comedy, Drama, Romance,1928,tt0018876,5.8,3206,CY
The Hell of '63,movie,Adventure, Comedy, Drama,2009,tt1156132,6.2,2400,AT
Flash Point,movie,Action, Crime, Thriller,2007,tt0992911,6.7,13986,KR
East of Shanghai,movie,Comedy, Drama, Romance,1931,tt0023395,5.7,5038,BG
Be with You,movie,Drama, Fantasy, Romance,2004,tt0442268,7.8,5081,KR
The Dark House,movie,Crime, Drama, Thriller,2009,tt1485698,7.3,5271,PL
The Little Match Girl,movie,Drama, Fantasy, Short,1928,tt0019267,7.1,1606,BG
Bananas!*,movie,Crime, Documentary, Drama,2009,tt1452291,6.9,964,DE
Janosik: A True Story,movie,Adventure, Drama, Romance,2009,tt1467134,5,865,CZ
Blade II,movie,Action, Horror, Sci-Fi,2002,tt0187738,6.7,240328,BA
El ratón Pérez,movie,Adventure, Animation, Comedy,2006,tt0458076,4.8,921,AR
Blade,movie,Action, Horror, Sci-Fi,1998,tt0120611,7.1,310058,BA
Blade: Trinity,movie,Action, Horror, Sci-Fi,2004,tt0359013,5.8,192803,BA
Bert: The Last Virgin,movie,Comedy, Family, Romance,1995,tt0112480,5.8,2162,AT
20th Century Boys 1: Beginning of the End,movie,Adventure, Fantasy, Mystery,2008,tt1155705,6.6,2848,JP
Naruto Shippûden: The Movie 3: Inheritors of the Will of Fire,movie,Action, Animation, Fantasy,2009,tt1481363,7,4562,AG
The Crossing,movie,Comedy, Romance, Thriller,2004,tt0383184,5.7,574,AT
Fuga,movie,Drama, Music, Thriller,2006,tt0442236,6.3,1240,AG
True Legend,movie,Action, Drama, History,2010,tt1425257,6.4,9308,HK
Falling Down,movie,Action, Crime, Drama,1993,tt0106856,7.6,212014,AD
Sailor Moon R: The Movie: The Promise of the Rose,movie,Action, Animation, Comedy,1993,tt0106417,7.7,2945,AR
Hue and Cry,movie,Adventure, Comedy, Crime,1947,tt0039478,6.7,1850,DK
The Firm,movie,Drama, Mystery, Thriller,1993,tt0106918,6.9,150935,AZ
The Graduate,movie,Comedy, Drama, Romance,1967,tt0061722,8,292674,KR
Shin Chan: The Adult Empire Strikes Back,movie,Action, Adventure, Animation,2001,tt0831848,7.8,1271,JP
Agneepath,movie,Action, Crime, Drama,1990,tt0098999,7.6,9600,AD
Conan the Barbarian,movie,Action, Adventure, Fantasy,2011,tt0816462,5.2,103543,GB
Police Python 357,movie,Crime, Drama, Thriller,1976,tt0075082,6.9,2123,BG
Ip Man 2,movie,Action, Biography, Drama,2010,tt1386932,7.5,112473,HK
Four Lions,movie,Comedy, Crime, Drama,2010,tt1341167,7.3,86816,BM
Heaven's Soldiers,movie,Action, Comedy, Sci-Fi,2005,tt0470711,5.9,633,KR
Stronghold,movie,Action, Crime, Thriller,1985,tt0090325,6.3,617,AT
Forbidden City Cop,movie,Action, Comedy, Fantasy,1996,tt0116014,6.9,4781,HK
It's a Boy Girl Thing,movie,Comedy, Fantasy, Romance,2006,tt0482527,6.2,43282,CA
Easy A,movie,Comedy, Drama, Romance,2010,tt1282140,7,425316,US
Sex and the City 2,movie,Comedy, Drama, Romance,2010,tt1261945,4.5,85269,BE
Whisper of the Heart,movie,Animation, Drama, Family,1995,tt0113824,7.8,75638,AD
Killers,movie,Action, Comedy, Romance,2010,tt1103153,5.5,97187,AE
Valhalla Rising,movie,Action, Adventure, Drama,2009,tt0862467,6,64455,CA
Take Off,movie,Comedy, Drama, Sport,2009,tt1298648,6.8,1028,KR
The White Ribbon,movie,Drama, Mystery, Thriller,2009,tt1149362,7.8,78664,KR
Tales from Earthsea,movie,Adventure, Animation, Fantasy,2006,tt0495596,6.3,45354,AD
Raajneeti,movie,Crime, Drama, Thriller,2010,tt1291465,7.1,19286,AD
Immortals,movie,Action, Drama, Fantasy,2011,tt1253864,6,178266,AT
Phobia 2,movie,Comedy, Fantasy, Horror,2009,tt1521846,6.6,2875,TH
